,COP,AXP,RTN,BA,AAPL,PEP,NAV,GSK,MSFT,KMB,R,SAP,GS,CL,WAG,WMT,GE,SNE,PFE,AMZN,MAR,NVS,KO,MMM,CMCSA,SNY,IBM,CVX,WFC,DD,CVS,TOT,CAT,CAJ,BAC,AIG,TWX,HD,TXN,KFT,VLO,F,CVC,TM,PG,LMT,K,HMC,GD,HPQ,DELL,MTU,XRX,YHOO,XOM,JPM,MCD,CSCO,NOC,UN
2009-06-24,26.46,21.31,38.16,37.12,132.48,46.67,45.93,28.96,21.09,43.84,24.42,37.26,135.49,31.43,27.25,43.76,10.25,25.9,12.48,79.27,19.07,35.3,20.99,51.56,12.67,26.55,96.58,56.93,21.47,21.19,29.28,41.24,29.9,33.69,12.16,23.51,20.68,20.34,19.15,22.67,13.53,5.41,9.57,75.64,43.88,67.48,40.31,26.9,48.24,34.63,12.85,6.25,5.9,15.45,61.49,30.7,49.2,17.52,35.71,20.9
2009-06-25,26.49,22.71,38.94,38.21,136.02,47.49,47.03,28.47,21.38,44.67,25.98,37.37,137.18,31.99,27.25,44.34,10.39,26.51,12.99,82.2,19.73,35.09,21.14,52.83,13.15,25.19,98.36,57.93,22.06,21.58,29.4,41.56,30.88,34.39,12.16,24.17,21.21,21.14,19.49,22.87,14.08,5.46,10.07,77.24,44.86,68.85,40.89,27.71,49.38,35.47,13.2,6.43,6.05,15.53,62.78,31.32,50.22,17.92,36.9,21.19
2009-06-26,26.41,22.08,38.4,37.63,138.53,48.12,45.2,28.7,20.98,44.33,25.58,37.07,139.37,32.13,27.07,43.87,10.29,26.3,12.87,83.88,19.55,35.25,21.26,53.16,13.03,23.35,98.0,57.13,22.12,21.66,29.55,41.7,30.94,33.9,12.55,24.17,20.81,21.18,19.58,22.77,13.91,5.4,10.0,75.91,44.92,68.71,40.8,27.51,49.06,34.99,13.23,6.54,6.07,15.74,62.03,31.61,49.82,17.81,36.56,21.21
2009-06-29,26.78,22.31,39.18,38.32,138.07,48.24,46.26,28.43,21.44,45.07,25.8,37.9,141.86,32.12,27.15,43.98,10.3,26.58,12.93,83.03,19.87,35.1,21.33,53.79,13.15,24.58,98.14,57.93,22.73,22.2,30.28,42.55,31.1,33.43,12.99,22.02,21.13,21.41,19.44,22.79,14.03,5.56,10.24,75.07,45.33,69.62,41.13,27.58,50.42,36.27,13.41,6.33,6.06,15.9,63.41,31.74,50.02,17.88,37.1,21.18
2009-06-30,26.68,21.76,38.34,38.18,138.52,48.35,43.6,28.33,21.36,44.4,25.18,37.51,140.03,31.67,26.71,43.7,10.27,25.86,12.71,83.66,19.78,34.78,21.2,53.91,13.25,24.59,96.84,57.39,22.48,21.86,30.04,42.06,29.58,32.53,13.0,19.2,21.01,21.2,19.44,22.57,14.25,5.84,10.29,75.11,44.35,68.44,41.1,27.37,49.33,35.96,13.28,6.14,5.93,15.66,62.8,31.29,50.24,17.56,36.34,20.83
2009-07-01,26.68,21.54,38.74,37.94,138.91,49.72,42.52,28.89,21.6,45.55,25.57,37.68,139.92,32.3,26.65,43.63,10.32,25.98,12.63,81.6,18.99,35.21,21.73,54.48,13.26,25.3,97.22,57.62,22.37,22.02,29.92,42.7,29.72,32.55,12.85,14.97,21.14,21.27,19.72,23.7,14.7,5.68,10.38,74.88,45.13,68.43,41.97,27.51,49.58,35.99,12.95,6.29,6.05,15.41,63.39,31.03,50.88,17.7,36.66,21.41
2009-07-02,25.99,20.85,37.38,36.68,136.18,49.57,39.69,27.94,21.0,44.82,23.86,36.77,136.28,32.27,26.07,43.11,10.04,25.19,12.27,79.32,18.28,34.21,21.59,54.05,12.72,24.76,94.34,55.8,21.39,21.15,29.28,40.72,28.42,31.28,12.45,15.11,20.2,20.46,19.44,23.12,13.97,5.66,9.8,73.68,44.36,67.48,41.33,26.3,47.75,35.21,12.55,6.1,5.86,14.99,61.53,29.65,50.21,17.42,35.35,20.71
2009-07-06,25.9,22.03,37.65,36.44,134.81,50.26,37.3,28.17,20.85,45.1,23.49,36.35,139.1,33.3,26.81,43.05,10.06,25.27,12.35,78.1,17.81,34.52,21.65,54.42,12.8,25.25,94.27,55.56,21.41,21.62,29.45,40.39,28.38,32.31,11.96,13.4,20.22,20.52,19.54,23.55,14.05,5.53,9.72,75.19,45.28,68.31,42.2,26.91,48.03,35.1,12.98,6.24,5.75,14.91,61.18,29.95,50.68,17.45,35.65,21.06
2009-07-07,25.37,21.19,36.57,35.08,131.68,49.26,38.3,27.54,20.24,44.76,22.44,35.34,135.38,32.74,26.22,43.15,9.65,24.34,12.37,75.63,17.61,33.76,21.49,52.71,12.24,24.59,92.91,54.31,21.62,20.52,28.91,39.3,27.12,31.55,11.96,11.38,19.54,20.09,18.96,22.94,13.38,5.32,9.34,74.04,45.06,66.19,42.13,26.18,46.36,34.27,12.58,6.11,5.54,14.44,59.79,30.15,49.64,17.18,34.39,20.72
2009-07-08,25.02,21.28,36.65,35.53,133.45,48.25,38.21,27.94,20.27,44.49,22.35,36.36,131.59,32.84,27.04,43.63,9.38,24.4,12.38,77.36,17.29,33.98,21.43,52.94,12.43,24.54,93.37,54.38,21.23,20.64,29.36,39.27,27.38,31.7,11.66,10.84,19.6,20.33,18.64,22.89,13.35,5.15,9.34,73.25,45.69,66.53,42.19,25.34,46.23,34.62,12.53,5.98,5.56,14.38,59.52,30.05,49.85,17.07,34.69,20.72
2009-07-09,25.57,21.35,36.73,35.31,132.62,48.1,39.44,28.71,20.16,44.15,22.57,37.51,136.02,32.71,26.69,43.37,9.52,24.45,12.11,78.1,17.68,34.15,21.52,53.0,12.33,24.59,94.67,54.64,21.58,20.91,29.27,39.71,27.44,31.73,11.79,7.85,20.02,20.34,18.66,22.98,13.37,5.41,9.45,73.24,45.49,66.43,41.78,25.22,45.9,34.7,12.72,5.93,5.54,14.55,59.26,30.89,49.62,17.11,34.49,20.83
2009-07-10,25.2,21.74,37.09,35.62,134.72,48.13,39.37,28.2,20.12,43.99,22.7,37.34,134.74,31.89,26.2,42.91,9.44,23.85,12.03,77.63,17.54,33.44,21.34,53.63,12.21,24.09,93.51,53.19,21.2,21.0,29.12,38.93,27.33,31.64,11.7,9.72,19.98,20.2,18.67,23.23,13.14,5.5,9.37,73.35,45.33,66.11,41.7,25.28,45.94,34.65,12.79,5.78,5.59,14.93,58.5,29.71,49.86,17.27,34.42,20.61
2009-07-13,25.77,22.96,37.87,36.33,138.43,48.97,40.0,28.94,20.87,45.0,22.97,38.3,141.93,32.61,26.64,43.14,10.04,24.08,12.51,81.47,18.5,33.94,21.67,54.26,12.45,24.63,96.09,54.09,22.99,21.56,29.86,40.28,28.47,32.2,12.79,12.06,20.38,20.73,19.03,23.94,13.68,5.47,9.46,74.17,45.99,67.89,42.3,26.17,46.56,34.7,12.59,5.93,5.79,15.01,59.02,31.89,50.05,17.49,35.21,20.9
2009-07-14,25.73,22.91,38.44,36.31,138.37,49.34,39.75,29.2,20.77,44.95,22.83,37.83,142.14,32.84,26.71,43.42,10.2,24.77,12.63,81.95,18.9,33.89,21.78,54.39,12.48,24.64,95.75,54.57,22.61,21.8,29.56,40.07,28.59,32.56,12.71,11.85,20.75,21.24,19.26,24.05,13.83,5.62,9.5,75.03,46.47,68.9,42.15,26.29,47.29,34.55,11.58,5.99,5.9,15.18,59.49,31.88,50.22,17.64,35.97,20.97
2009-07-15,26.42,25.49,38.69,37.16,142.85,50.39,40.83,29.28,21.67,45.7,23.51,39.4,147.46,32.73,27.24,43.79,10.72,25.23,12.73,84.55,19.54,34.92,22.32,55.62,12.98,25.4,99.43,55.93,23.45,23.03,29.92,41.58,30.3,33.04,13.21,11.77,21.45,21.6,19.98,24.52,14.35,5.82,9.91,75.19,47.43,68.95,42.31,26.69,48.21,36.12,11.92,5.84,6.1,15.71,61.48,33.32,49.89,18.65,36.61,21.86
2009-07-16,26.88,26.48,39.54,37.78,143.47,50.37,40.99,29.56,21.96,46.05,24.13,39.78,148.96,32.93,26.7,43.76,10.86,24.79,12.77,86.11,18.32,35.81,22.44,56.87,13.04,25.86,102.6,56.21,23.22,23.42,30.22,42.21,30.96,33.41,12.97,10.55,22.19,21.89,20.39,24.7,14.52,5.9,9.93,75.05,47.92,70.0,42.36,26.74,48.76,36.91,12.33,5.79,6.26,16.19,61.5,33.2,50.01,18.95,37.47,22.27
2009-07-17,26.89,26.25,39.05,37.16,147.58,49.84,40.21,29.15,21.83,46.13,24.45,40.01,148.96,32.92,27.09,43.74,10.21,24.34,12.68,85.85,17.91,36.14,22.23,56.44,13.03,25.9,107.04,56.41,23.17,23.53,30.86,42.41,30.81,33.13,12.69,11.19,21.81,22.13,21.01,24.43,14.7,5.9,9.91,74.88,48.54,68.81,41.64,26.64,47.7,37.2,12.26,5.74,6.13,16.84,61.55,33.89,50.55,19.31,37.34,22.27
2009-07-20,27.4,27.05,39.23,37.91,148.71,49.33,41.13,30.31,22.04,46.43,24.99,40.41,151.99,32.88,27.32,44.04,10.22,24.63,12.93,88.23,18.33,37.02,22.54,57.27,13.35,26.51,107.98,56.86,23.65,24.18,31.04,43.35,33.23,33.63,12.05,11.14,22.9,22.25,21.55,24.59,15.03,5.95,10.07,75.69,48.22,69.68,42.0,27.0,48.51,37.61,12.52,5.82,6.41,17.01,61.93,33.98,50.93,19.92,37.86,22.39
2009-07-21,27.6,27.51,39.0,38.65,147.35,49.61,41.97,30.57,22.31,45.98,24.45,40.99,151.77,33.04,27.22,44.07,10.05,24.64,13.31,89.01,17.84,37.46,22.24,57.59,13.17,26.73,108.54,57.39,23.49,24.17,31.03,43.84,35.77,33.92,12.0,11.03,22.52,21.94,21.06,24.57,15.13,5.96,10.01,77.09,48.16,63.75,41.99,27.3,48.58,37.75,12.92,5.96,6.34,16.75,63.31,33.94,51.24,20.33,37.48,22.71
2009-07-22,27.38,26.93,39.1,37.73,152.44,49.17,40.65,30.36,22.28,46.12,24.83,41.41,152.4,33.08,27.07,44.35,10.19,24.7,13.45,88.79,18.03,37.54,21.71,58.01,13.03,27.15,107.18,57.12,22.66,24.3,31.27,43.61,35.05,33.64,12.04,10.86,22.35,22.22,21.28,24.87,14.95,6.14,9.91,76.98,48.01,64.7,42.09,27.7,48.09,37.96,12.87,5.99,6.41,17.37,62.88,33.84,51.41,20.2,37.49,22.72
2009-07-23,27.91,27.58,39.76,37.69,153.49,49.7,40.99,30.81,22.97,48.95,28.13,42.08,157.14,33.59,27.02,43.98,10.47,25.28,13.69,93.87,19.09,37.72,21.73,62.28,13.34,27.35,108.56,58.81,22.48,25.73,31.64,44.44,37.4,34.04,12.5,10.48,23.26,22.68,21.75,25.27,15.46,6.71,10.05,78.8,48.26,63.94,42.48,28.31,47.83,38.74,13.03,5.96,7.08,17.36,64.33,35.05,49.02,20.62,36.8,22.86
2009-07-24,28.52,27.63,39.44,38.07,155.6,49.62,41.11,30.69,21.07,49.13,29.09,42.1,156.45,33.83,27.63,44.15,10.54,25.38,13.97,86.49,19.04,37.8,21.81,62.27,13.35,27.6,109.09,59.28,21.75,25.64,32.48,44.47,38.08,35.14,12.32,10.31,23.01,22.71,21.99,25.05,15.45,6.52,10.15,79.61,48.85,62.86,42.3,28.35,46.74,38.82,13.06,5.85,7.23,17.48,64.94,34.84,49.01,20.6,34.91,22.78
2009-07-27,28.71,26.58,39.61,37.95,155.71,49.56,41.1,30.98,20.77,49.58,30.47,42.14,155.64,33.83,27.59,44.17,10.79,24.78,14.09,84.24,18.94,37.62,21.88,62.71,13.71,27.4,109.09,59.64,22.45,25.91,32.16,44.65,38.86,35.53,12.89,10.76,23.02,22.57,21.92,25.17,15.84,6.99,10.18,79.44,48.8,63.26,42.23,28.93,46.21,38.93,13.26,5.83,7.26,17.0,65.35,35.03,48.92,20.57,34.53,22.84
2009-07-28,28.49,25.92,40.24,38.86,155.61,49.24,39.55,31.01,21.09,49.82,30.51,41.54,152.48,33.95,27.48,44.13,10.97,24.55,13.59,84.98,18.88,37.7,21.82,62.68,13.71,27.88,108.76,59.2,22.73,25.69,32.19,43.71,38.89,36.05,13.14,11.05,22.53,22.78,22.08,25.36,15.46,6.87,10.19,79.9,48.74,63.7,42.21,28.71,47.86,39.06,13.51,5.81,7.53,17.22,64.58,34.99,49.35,20.65,34.87,22.83
2009-07-29,27.48,25.99,40.47,38.97,155.64,49.55,39.26,31.15,21.39,49.61,30.07,41.88,151.43,34.16,27.93,44.53,10.74,24.82,13.35,84.34,18.34,37.2,21.77,61.64,13.43,27.5,108.74,58.14,22.6,25.21,32.04,43.04,37.92,35.9,13.31,10.8,22.12,22.78,22.14,25.42,14.94,6.85,10.04,82.16,49.1,63.4,42.4,30.7,48.58,39.25,13.27,5.71,7.52,15.14,64.17,34.7,49.3,20.45,35.77,22.98
2009-07-30,27.69,26.44,41.21,38.85,158.32,49.79,39.27,31.18,21.39,49.43,31.03,43.13,154.26,32.35,28.17,45.08,11.49,27.28,13.51,86.09,19.22,38.04,21.94,62.7,13.83,27.39,109.3,58.64,23.05,26.29,31.73,43.53,39.35,36.33,13.76,10.87,22.37,23.19,22.15,25.45,15.22,7.11,10.92,83.9,49.2,63.35,42.07,32.28,49.09,39.74,13.13,5.84,7.62,14.6,63.53,35.35,48.58,20.7,36.15,23.24
2009-07-31,28.02,26.53,40.8,38.55,158.91,49.92,39.54,31.06,21.13,49.5,31.68,44.1,155.1,32.63,28.21,44.99,11.74,27.96,13.5,85.76,19.31,38.9,22.02,63.26,13.68,27.21,109.36,60.18,22.67,26.4,31.63,43.16,39.94,37.02,14.56,10.88,22.24,23.27,22.06,25.24,15.19,7.69,10.85,83.71,48.57,63.44,41.93,32.13,49.33,40.29,12.94,6.2,7.5,14.32,63.23,35.51,48.12,20.73,35.46,23.43
2009-08-03,28.85,26.83,41.57,39.34,161.86,49.44,40.79,31.66,21.41,49.35,32.8,44.76,155.86,32.49,28.24,44.96,12.02,28.62,13.59,87.44,19.77,39.1,21.91,64.71,13.93,28.14,111.21,60.98,23.91,27.22,32.12,43.29,40.9,36.8,15.08,11.26,22.74,23.61,22.35,25.12,15.73,8.01,11.3,86.7,48.65,64.28,41.44,32.72,49.87,40.36,13.16,6.46,7.51,14.34,63.47,36.38,48.18,21.25,36.66,23.66
2009-08-04,28.76,26.89,41.39,39.68,161.01,51.95,41.63,31.61,21.36,50.09,33.84,45.1,156.87,32.52,27.61,44.97,12.11,28.0,13.62,85.8,20.8,38.77,21.87,64.61,14.18,28.43,110.91,60.99,24.61,27.43,32.1,43.15,43.42,36.31,15.4,11.19,23.42,23.58,22.56,25.24,15.81,7.98,11.11,86.18,48.52,64.04,41.1,32.2,50.31,40.4,13.25,6.33,7.65,14.51,63.42,36.95,48.08,21.13,37.2,23.48
2009-08-05,28.59,28.43,40.9,39.94,160.58,51.36,42.71,31.62,21.39,49.57,33.72,44.73,160.17,32.25,27.49,44.38,12.26,28.06,13.59,84.29,20.66,38.9,21.72,64.43,13.86,27.8,109.86,60.46,26.02,27.38,32.48,42.94,42.28,35.83,16.4,18.21,22.87,23.62,22.36,25.24,15.89,8.12,11.15,83.73,47.17,63.07,40.85,31.92,50.1,40.25,13.19,6.34,7.79,14.67,62.91,38.39,48.15,20.88,37.14,23.19
2009-08-06,28.29,29.32,40.46,41.29,159.41,50.87,43.59,30.97,21.08,48.96,32.93,44.33,158.37,32.2,27.73,44.18,12.54,28.28,13.52,84.47,20.13,38.5,21.82,64.94,13.85,27.62,109.36,59.99,25.97,27.7,32.23,42.78,42.74,35.57,16.44,18.65,22.8,23.81,22.28,25.26,15.78,7.76,11.12,85.55,45.02,64.24,41.09,32.62,50.26,39.27,12.73,6.29,7.69,14.74,62.64,37.44,47.93,21.01,37.38,24.08
2009-08-07,28.26,30.61,40.97,42.35,160.97,50.79,44.96,31.5,21.17,48.74,34.99,44.23,155.43,31.99,27.91,44.46,12.88,28.34,13.66,85.32,22.66,38.18,21.8,65.39,13.77,27.55,111.18,60.2,26.71,28.02,32.56,42.13,43.32,35.63,16.17,22.47,23.64,24.45,22.1,25.57,15.63,7.7,11.42,84.84,45.52,65.14,40.74,32.52,51.24,40.51,12.77,6.29,7.74,14.62,62.41,38.92,48.24,20.9,38.31,24.0
2009-08-10,28.35,30.28,40.94,41.52,160.2,50.5,44.75,31.56,21.04,48.94,35.27,44.11,152.31,32.11,27.91,44.85,12.77,28.65,13.62,84.44,21.17,37.86,21.84,63.61,13.81,27.27,110.59,59.97,26.59,27.63,32.83,41.66,42.74,35.72,16.42,23.76,23.57,24.31,21.69,25.5,15.76,7.42,11.11,84.31,45.64,64.59,40.68,32.78,50.59,40.63,13.15,6.28,8.0,14.63,62.15,39.22,49.18,20.38,37.86,23.35
2009-08-11,27.97,29.51,40.58,41.17,158.36,50.06,44.69,31.31,20.78,49.22,35.71,43.61,151.22,32.33,27.93,45.14,12.26,28.3,13.55,83.56,21.52,37.96,21.67,63.99,13.59,27.1,109.74,58.85,24.97,28.15,32.72,41.42,41.96,35.55,15.61,20.63,23.14,24.12,21.68,25.35,15.49,7.51,11.22,84.69,45.43,63.82,40.75,31.96,50.06,40.37,12.94,6.27,7.73,14.46,61.58,37.89,48.96,19.93,37.09,23.38
2009-08-12,28.14,29.78,41.45,42.03,160.77,49.86,45.21,31.82,21.14,49.46,36.19,43.94,155.53,32.35,28.45,45.81,12.38,28.55,13.58,85.96,21.83,38.44,21.41,64.88,13.67,27.42,111.14,59.53,25.23,28.08,32.8,42.64,43.13,35.82,15.69,20.97,23.48,24.4,21.9,25.39,15.37,7.41,11.25,84.58,45.57,64.2,40.82,31.93,50.88,41.1,13.39,6.35,7.79,14.68,62.46,38.78,49.17,20.18,38.21,24.02
2009-08-13,28.35,29.95,41.36,42.29,163.8,49.69,45.63,31.53,21.22,49.89,36.15,44.3,156.22,32.44,28.93,47.05,12.35,28.43,13.53,84.6,21.93,38.5,21.26,65.12,13.76,27.35,111.41,59.36,25.89,28.72,33.12,42.79,42.76,35.91,16.74,20.71,23.29,24.83,22.5,25.25,15.49,7.6,11.34,85.41,45.76,63.98,40.57,32.16,50.83,41.26,13.82,6.32,7.81,15.04,62.14,39.42,48.75,20.26,38.13,24.06
2009-08-14,28.06,29.7,41.3,40.7,162.2,49.76,44.2,31.23,21.29,49.91,35.4,43.79,154.56,32.32,28.72,46.97,12.2,27.92,13.5,83.58,21.41,38.37,21.41,63.98,13.63,27.11,110.47,59.45,25.75,27.96,32.83,42.18,41.7,35.53,17.12,20.17,22.98,24.34,21.97,25.03,15.14,7.53,11.24,85.27,45.82,63.3,40.65,32.4,50.08,41.02,13.74,6.32,7.75,15.04,61.65,39.0,48.3,20.07,37.68,24.18
2009-08-17,27.16,28.46,40.96,40.06,155.21,49.42,42.51,31.03,20.89,49.44,34.08,42.82,149.35,32.13,27.77,46.77,11.71,27.02,13.59,81.06,20.72,38.01,21.52,62.86,13.4,26.45,108.88,58.26,24.42,26.84,32.29,40.83,39.84,34.27,16.31,19.39,22.29,23.42,21.4,24.75,14.59,7.09,10.92,83.24,45.68,62.76,40.65,31.27,49.0,40.11,13.48,6.1,7.45,14.56,60.15,37.42,47.63,19.52,37.2,23.41
2009-08-18,27.31,29.68,41.05,39.71,159.5,49.47,44.22,31.51,21.31,49.49,34.17,42.94,152.42,32.1,28.0,46.58,11.91,27.57,13.68,82.12,21.21,38.26,21.48,63.11,13.2,26.43,109.59,58.57,24.46,27.07,32.58,41.61,40.9,35.94,16.64,20.32,22.39,24.16,21.86,24.89,14.68,7.35,10.9,85.38,45.89,62.88,40.68,31.91,49.32,40.9,13.96,6.24,7.53,14.75,60.1,38.31,48.3,19.78,37.62,23.51
2009-08-19,27.65,29.69,41.06,39.48,160.08,49.66,44.28,31.65,21.37,49.92,34.98,43.43,151.9,32.42,28.24,46.86,11.85,26.68,14.01,83.0,21.33,38.55,21.81,63.96,13.45,27.14,110.47,59.63,24.71,27.56,32.51,42.01,40.95,36.27,16.49,22.05,22.79,24.0,21.99,25.5,15.02,7.36,11.09,86.15,46.2,62.57,41.26,32.78,49.5,40.78,13.98,6.21,7.71,14.79,61.46,38.05,48.64,20.0,38.09,23.79
2009-08-20,27.73,30.45,40.8,40.58,161.76,50.0,44.46,31.94,21.39,49.81,35.03,43.7,154.18,32.78,28.19,46.9,12.1,26.5,13.89,84.09,21.99,38.5,21.83,64.36,13.39,27.4,110.82,60.04,25.52,27.6,33.08,42.77,41.25,37.6,16.88,26.74,22.9,23.93,22.11,25.25,15.27,7.39,11.15,86.94,46.39,63.32,41.33,32.8,49.7,40.92,14.08,6.32,7.58,14.77,61.99,38.98,49.06,20.61,37.95,23.95
2009-08-21,28.34,30.76,41.9,41.61,164.58,50.57,45.25,32.48,22.06,50.41,36.22,44.51,155.63,32.95,28.86,46.58,12.45,26.61,14.24,85.0,22.22,38.79,22.05,65.64,13.87,28.25,111.71,61.01,25.94,28.27,33.74,44.27,42.88,37.98,17.19,27.19,23.59,24.67,22.5,25.66,15.73,7.44,11.5,85.86,46.88,63.58,41.79,32.07,52.09,41.66,14.02,6.38,7.74,14.79,63.2,40.12,49.18,20.9,39.74,24.46
2009-08-24,29.05,30.59,41.7,42.75,164.42,50.54,46.85,32.0,22.26,50.19,35.83,44.29,154.75,32.8,28.66,46.76,12.44,26.58,14.32,84.5,21.99,38.62,21.67,65.56,13.9,28.3,111.17,61.91,25.37,27.94,33.95,44.28,43.12,39.12,17.08,28.02,23.97,24.25,22.19,25.3,16.09,7.13,11.28,85.27,46.67,63.4,41.6,32.03,52.31,41.67,14.3,6.3,7.84,14.99,64.44,39.52,48.86,20.77,39.42,24.02
2009-08-25,28.87,30.73,41.44,43.77,164.75,50.4,47.09,31.76,22.26,50.44,36.52,44.65,156.99,32.92,29.69,46.86,12.53,26.84,14.38,84.19,22.51,39.09,21.53,65.67,14.0,28.31,110.71,61.81,25.38,28.0,34.85,44.48,43.36,39.35,17.48,28.12,23.81,24.51,22.36,25.48,16.07,7.3,11.52,86.12,46.72,63.16,41.53,32.0,52.28,41.57,14.09,6.3,7.98,15.07,63.88,40.04,49.34,20.72,39.27,24.01
2009-08-26,29.23,31.03,41.37,43.38,162.82,50.92,47.27,31.75,22.18,50.95,35.49,44.5,157.96,33.01,30.49,46.98,12.36,27.03,14.36,84.0,22.1,39.2,21.73,64.53,13.94,28.33,111.31,62.2,25.65,27.98,34.93,44.41,42.84,39.06,17.52,31.2,23.98,24.73,22.43,25.35,16.16,7.32,11.45,86.43,46.69,63.29,41.67,31.8,52.3,41.38,14.19,6.34,7.98,14.93,64.51,39.78,49.82,20.65,38.9,23.97
2009-08-27,29.32,31.8,41.5,47.0,164.8,50.81,44.8,32.11,22.31,50.64,35.62,45.74,157.07,32.98,30.71,46.47,12.43,27.25,14.43,84.31,21.94,39.76,21.84,64.72,14.31,28.53,111.27,62.12,25.76,27.94,34.8,45.06,42.68,38.99,17.64,39.6,23.87,24.71,22.49,25.32,16.2,7.38,11.6,86.3,46.42,64.1,41.45,32.08,53.39,41.69,15.14,6.38,8.09,14.93,64.05,39.92,49.96,20.6,39.59,24.07
2009-08-28,29.3,32.06,41.12,46.3,165.38,49.93,44.6,31.75,22.3,50.61,35.49,45.59,156.5,32.77,30.73,46.37,12.34,27.3,14.39,82.76,22.07,39.57,21.67,64.98,14.46,28.79,110.14,61.84,25.35,28.14,34.73,44.7,42.35,39.47,17.7,41.58,23.79,24.84,22.9,25.24,16.16,7.43,12.05,85.78,46.54,64.08,41.39,32.01,53.23,41.64,15.41,6.32,8.14,14.85,63.38,39.44,49.44,20.72,39.21,24.11
2009-08-31,28.87,31.67,41.0,45.05,163.59,49.85,43.24,31.72,22.27,51.2,34.5,45.51,157.49,32.74,30.92,46.14,12.18,26.74,14.3,81.19,21.51,39.62,21.55,65.15,14.1,28.4,109.99,61.19,25.55,27.59,35.44,44.42,41.08,38.21,17.32,37.52,23.44,24.48,22.55,25.25,15.94,7.31,11.9,84.72,47.34,64.11,41.9,31.33,52.71,41.76,15.31,6.34,7.92,14.61,62.5,39.93,49.59,20.34,39.17,24.06
2009-09-01,28.31,29.95,40.46,44.24,160.76,49.48,42.1,31.39,21.69,50.05,33.42,44.64,152.45,32.33,31.06,46.23,11.69,26.39,14.02,79.16,20.36,39.16,21.44,63.36,13.95,27.84,108.72,59.91,24.34,26.83,34.91,43.17,39.74,37.83,16.21,29.8,22.9,24.19,22.29,25.0,15.51,6.96,11.92,84.14,46.39,64.64,41.76,31.2,52.18,40.82,14.71,6.24,7.74,14.18,61.83,38.29,49.06,19.93,39.17,23.47
2009-09-02,28.43,29.92,40.22,43.9,160.65,49.97,43.72,31.69,21.56,49.88,33.88,45.32,150.9,32.43,30.85,46.18,11.57,26.29,13.94,78.14,20.11,39.26,22.0,63.77,14.2,27.83,108.16,59.53,24.23,26.84,34.4,43.6,39.44,37.62,16.03,31.41,23.02,24.0,22.09,24.95,15.26,6.76,12.05,83.72,46.2,63.75,41.52,31.09,51.77,41.17,14.85,6.23,7.63,14.23,61.62,37.54,48.82,20.29,38.45,23.55
2009-09-03,28.35,30.4,39.87,43.96,161.98,50.23,44.85,31.32,21.79,49.66,34.05,45.17,153.87,32.06,30.62,46.93,11.78,26.28,13.77,78.46,20.31,39.04,21.9,64.17,14.25,27.8,108.38,59.78,24.99,27.33,34.6,43.8,40.83,37.58,16.59,34.56,23.18,24.33,22.3,24.93,15.42,7.19,12.12,82.52,46.26,64.02,41.72,30.78,52.36,41.36,14.75,6.15,7.72,14.28,61.7,38.69,48.99,20.24,38.47,23.26
2009-09-04,28.83,30.75,40.46,44.58,165.64,51.03,46.35,31.67,22.25,49.79,34.6,45.47,155.12,32.01,30.88,46.87,12.15,26.51,14.03,78.87,20.74,39.47,22.07,64.47,15.03,27.96,109.44,60.33,24.99,27.4,35.14,44.56,41.8,38.12,16.84,33.15,23.55,24.45,22.8,25.03,15.62,7.15,12.34,83.43,46.25,64.37,42.01,31.42,53.86,41.96,15.18,6.02,7.91,14.5,62.53,38.9,49.5,20.57,39.08,23.33
2009-09-08,29.49,31.36,40.23,44.9,168.18,51.68,45.55,31.66,22.43,49.47,35.22,45.85,159.16,32.2,31.01,46.62,12.7,26.9,13.88,80.9,20.84,40.35,22.27,64.78,15.16,28.53,109.16,61.66,25.05,27.51,34.67,45.76,42.58,38.67,16.77,29.68,23.4,24.85,22.98,23.56,15.95,7.02,12.72,83.35,47.42,63.42,42.76,31.8,56.02,42.3,15.44,5.84,7.91,14.49,63.86,39.09,49.57,20.64,39.08,23.79
2009-09-09,29.38,31.92,40.36,45.83,166.44,51.47,45.68,31.82,22.39,49.56,36.77,47.11,162.07,32.45,30.93,46.36,13.03,26.59,13.84,82.24,21.22,40.42,22.37,66.12,15.51,28.83,108.78,61.53,25.7,27.1,34.61,46.83,43.89,38.41,16.79,32.19,23.91,24.76,23.06,23.92,15.66,7.11,12.8,82.8,47.04,62.53,42.73,31.4,55.38,42.78,15.4,5.75,8.11,14.78,63.72,39.38,48.57,20.93,39.01,23.83
2009-09-10,29.74,32.21,40.17,45.8,167.82,51.31,42.17,32.05,22.59,50.01,38.18,48.08,166.45,32.98,31.2,46.28,12.97,26.99,13.99,83.85,22.05,40.59,22.35,67.22,15.79,29.11,109.63,62.51,25.87,27.73,34.64,47.32,44.14,39.17,16.97,31.33,24.78,24.9,22.93,23.33,15.95,7.16,12.98,84.98,49.03,62.9,42.95,32.14,55.68,43.26,16.02,6.08,8.58,15.45,63.86,39.53,48.36,21.67,39.15,23.95
